# Wavelength[nm] MITSuME_g MITSuME_Rc MITSuME_Ic 2MASS_J IRSF_J IRSF_H IRSF_Ks
2285 0 0 0 0 0 0 0.974819047619038
2286 0 0 0 0 0 0 0.971748571428571
2287 0 0 0 0 0 0 0.964700952380978
2288 0 0 0 0 0 0 0.959078095238103
2289 0 0 0 0 0 0 0.954278095238088
2290 0 0 0 0 0 0 0.944533333333359
2291 0 0 0 0 0 0 0.934125714285723
2292 0 0 0 0 0 0 0.926643809523793
2293 0 0 0 0 0 0 0.912198095238117
2294 0 0 0 0 0 0 0.89592380952388
2295 0 0 0 0 0 0 0.872914285714238
2296 0 0 0 0 0 0 0.854262857142869
2297 0 0 0 0 0 0 0.832480000000078
2298 0 0 0 0 0 0 0.807222857142673
2299 0 0 0 0 0 0 0.765988571428583
2300 0 0 0 0 0 0 0.738285714285784
2301 0 0 0 0 0 0 0.662803809524185
2302 0 0 0 0 0 0 0.599085714285031
2303 0 0 0 0 0 0 0.566590476190571
2304 0 0 0 0 0 0 0.554560000000163
2305 0 0 0 0 0 0 0.503809523809236
2306 0 0 0 0 0 0 0.462080000000065
2307 0 0 0 0 0 0 0.449847619047518
2308 0 0 0 0 0 0 0.414476190476094
2309 0 0 0 0 0 0 0.375580952380976
2310 0 0 0 0 0 0 0.33196190476196
2311 0 0 0 0 0 0 0.298186666666565
2312 0 0 0 0 0 0 0.264411428571437
2313 0 0 0 0 0 0 0.233367619047618
2314 0 0 0 0 0 0 0.204198095238013
2315 0 0 0 0 0 0 0.183352380952368
2316 0 0 0 0 0 0 0.163906031746078
2317 0 0 0 0 0 0 0.14394666666672
2318 0 0 0 0 0 0 0.124799999999976
2319 0 0 0 0 0 0 0.109447619047645
2320 0 0 0 0 0 0 0.0960761904762038
2321 0 0 0 0 0 0 0.0837942857142651
2322 0 0 0 0 0 0 0.0761599999999807
2323 0 0 0 0 0 0 0.0689955555555302
2324 0 0 0 0 0 0 0.0612114285713989
2325 0 0 0 0 0 0 0.0526666666666658
2326 0 0 0 0 0 0 0.0449904761905003
2327 0 0 0 0 0 0 0.0383847619047766
2328 0 0 0 0 0 0 0.0322438095238089
2329 0 0 0 0 0 0 0.029051428571425
2330 0 0 0 0 0 0 0.0259809523809457
2331 0 0 0 0 0 0 0.0232736507936445
2332 0 0 0 0 0 0 0.021226666666659
2333 0 0 0 0 0 0 0.0191796825396734
2334 0 0 0 0 0 0 0.016365714285707
2335 0 0 0 0 0 0 0.0133206349206355
2336 0 0 0 0 0 0 0.0122971428571428
2337 0 0 0 0 0 0 0.0112736507936501
2338 0 0 0 0 0 0 0.00983365079364781
2339 0 0 0 0 0 0 0.00778666666666195
2340 0 0 0 0 0 0 0.00573968253967608
2341 0 0 0 0 0 0 0.00471809523809284
2342 0 0 0 0 0 0 0.00395047619047398
2343 0 0 0 0 0 0 0.00318285714285512
2344 0 0 0 0 0 0 0.00216380952380738
2345 0 0 0 0 0 0 0.000628571428574285
2346 0 0 0 0 0 0 0
2347 0 0 0 0 0 0 0
2348 0 0 0 0 0 0 0
2349 0 0 0 0 0 0 0
2350 0 0 0 0 0 0 0
2351 0 0 0 0 0 0 0
2352 0 0 0 0 0 0 0
2353 0 0 0 0 0 0 0
2354 0 0 0 0 0 0 0
2355 0 0 0 0 0 0 0
2356 0 0 0 0 0 0 0
2357 0 0 0 0 0 0 0
2358 0 0 0 0 0 0 0
2359 0 0 0 0 0 0 0
2360 0 0 0 0 0 0 0
2361 0 0 0 0 0 0 0
2362 0 0 0 0 0 0 0
2363 0 0 0 0 0 0 0
2364 0 0 0 0 0 0 0
2365 0 0 0 0 0 0 0
2366 0 0 0 0 0 0 0
2367 0 0 0 0 0 0 0
2368 0 0 0 0 0 0 0
2369 0 0 0 0 0 0 0
2370 0 0 0 0 0 0 0
2371 0 0 0 0 0 0 0
2372 0 0 0 0 0 0 0
2373 0 0 0 0 0 0 0
2374 0 0 0 0 0 0 0
2375 0 0 0 0 0 0 0
2376 0 0 0 0 0 0 0
2377 0 0 0 0 0 0 0
2378 0 0 0 0 0 0 0
2379 0 0 0 0 0 0 0
2380 0 0 0 0 0 0 0
2381 0 0 0 0 0 0 0
2382 0 0 0 0 0 0 0
2383 0 0 0 0 0 0 0
2384 0 0 0 0 0 0 0
2385 0 0 0 0 0 0 0
2386 0 0 0 0 0 0 0
2387 0 0 0 0 0 0 0
2388 0 0 0 0 0 0 0
2389 0 0 0 0 0 0 0
2390 0 0 0 0 0 0 0
2391 0 0 0 0 0 0 0
2392 0 0 0 0 0 0 0
2393 0 0 0 0 0 0 0
2394 0 0 0 0 0 0 0
2395 0 0 0 0 0 0 0
2396 0 0 0 0 0 0 0
2397 0 0 0 0 0 0 0
2398 0 0 0 0 0 0 0
2399 0 0 0 0 0 0 0
2400 0 0 0 0 0 0 0
2401 0 0 0 0 0 0 0
2402 0 0 0 0 0 0 0
2403 0 0 0 0 0 0 0
2404 0 0 0 0 0 0 0
2405 0 0 0 0 0 0 0
2406 0 0 0 0 0 0 0
2407 0 0 0 0 0 0 0
2408 0 0 0 0 0 0 0
2409 0 0 0 0 0 0 0
2410 0 0 0 0 0 0 0
2411 0 0 0 0 0 0 0
2412 0 0 0 0 0 0 0
2413 0 0 0 0 0 0 0
2414 0 0 0 0 0 0 0
2415 0 0 0 0 0 0 0
2416 0 0 0 0 0 0 0
2417 0 0 0 0 0 0 0
2418 0 0 0 0 0 0 0
2419 0 0 0 0 0 0 0
2420 0 0 0 0 0 0 0
2421 0 0 0 0 0 0 0
2422 0 0 0 0 0 0 0
2423 0 0 0 0 0 0 0
2424 0 0 0 0 0 0 0
2425 0 0 0 0 0 0 0
2426 0 0 0 0 0 0 0
2427 0 0 0 0 0 0 0
2428 0 0 0 0 0 0 0
2429 0 0 0 0 0 0 0
2430 0 0 0 0 0 0 0
2431 0 0 0 0 0 0 0
2432 0 0 0 0 0 0 0
2433 0 0 0 0 0 0 0
2434 0 0 0 0 0 0 0
2435 0 0 0 0 0 0 0
2436 0 0 0 0 0 0 0
2437 0 0 0 0 0 0 0
2438 0 0 0 0 0 0 0
2439 0 0 0 0 0 0 0
2440 0 0 0 0 0 0 0
2441 0 0 0 0 0 0 0
2442 0 0 0 0 0 0 0
2443 0 0 0 0 0 0 0
2444 0 0 0 0 0 0 0
2445 0 0 0 0 0 0 0
2446 0 0 0 0 0 0 0
2447 0 0 0 0 0 0 0
2448 0 0 0 0 0 0 0
2449 0 0 0 0 0 0 0
2450 0 0 0 0 0 0 0
2451 0 0 0 0 0 0 0
2452 0 0 0 0 0 0 0
2453 0 0 0 0 0 0 0
2454 0 0 0 0 0 0 0
2455 0 0 0 0 0 0 0
2456 0 0 0 0 0 0 0
2457 0 0 0 0 0 0 0
2458 0 0 0 0 0 0 0
2459 0 0 0 0 0 0 0
2460 0 0 0 0 0 0 0
2461 0 0 0 0 0 0 0
2462 0 0 0 0 0 0 0
2463 0 0 0 0 0 0 0
2464 0 0 0 0 0 0 0
2465 0 0 0 0 0 0 0
2466 0 0 0 0 0 0 0
2467 0 0 0 0 0 0 0
2468 0 0 0 0 0 0 0
2469 0 0 0 0 0 0 0
2470 0 0 0 0 0 0 0
2471 0 0 0 0 0 0 0
2472 0 0 0 0 0 0 0
2473 0 0 0 0 0 0 0
2474 0 0 0 0 0 0 0
2475 0 0 0 0 0 0 0
2476 0 0 0 0 0 0 0
2477 0 0 0 0 0 0 0
2478 0 0 0 0 0 0 0
2479 0 0 0 0 0 0 0
2480 0 0 0 0 0 0 0
2481 0 0 0 0 0 0 0
2482 0 0 0 0 0 0 0
2483 0 0 0 0 0 0 0
2484 0 0 0 0 0 0 0
2485 0 0 0 0 0 0 0
2486 0 0 0 0 0 0 0
2487 0 0 0 0 0 0 0
2488 0 0 0 0 0 0 0
2489 0 0 0 0 0 0 0
2490 0 0 0 0 0 0 0
2491 0 0 0 0 0 0 0
2492 0 0 0 0 0 0 0
2493 0 0 0 0 0 0 0
2494 0 0 0 0 0 0 0
2495 0 0 0 0 0 0 0
2496 0 0 0 0 0 0 0
2497 0 0 0 0 0 0 0
2498 0 0 0 0 0 0 0
2499 0 0 0 0 0 0 0
2500 0 0 0 0 0 0 0
